vector,color,brand
"[0.20097235075766995, 0.3577666636265452, 0.5254260633712687, 0.11694245828398042, 0.44479866220305686, 0.1778774396559717, 0.025872130896636758, 0.037935711090615776, 0.3511081198623529, 0.4350664265990408, 0.07411731564850621, 0.6329162656839649, 0.6535363219341301, 0.9404670055525787, 0.7356769848729464, 0.08862335735251736, 0.09602506276941247, 0.8940822991888655, 0.10921412564433752, 0.20579827670166195, 0.32949473117576633, 0.5525891263510425, 0.8669665214817369, 0.2693679420557479, 0.20151411296360078, 0.43505987514890954, 0.9916918628528008, 0.6006537786307781, 0.865289139439649, 0.7097296652933784, 0.4693547632949213, 0.034332028063416065, 0.7264933274093505, 0.9563600283800542, 0.6026517528822154, 0.1640659610786821, 0.6346646290370951, 0.1315223668705483, 0.6420266671616639, 0.6301950407017683, 0.43837646033507605, 0.7629955369171778, 0.048025465314623594, 0.7383990283627603, 0.780061318094359, 0.9362090124164132, 0.7621510868211185, 0.01795183893735952, 0.5958589850893174, 0.045690041104629486, 0.6611053936808431, 0.033131713712779565, 0.8462277797374322, 0.6064669864963201, 0.2228314808768075, 0.6720667830724075, 0.5267631725990689, 0.1632189550761992, 0.2265504756132194, 0.15635087418720983, 0.466429696324413, 0.6896035298109293, 0.06406837175136038, 0.9824597385341571, 0.9596445220555861, 0.8030886803617616, 0.20562499397588663, 0.5104219925666745, 0.32703239325845335, 0.2987789573391205, 0.9982237204564289, 0.6564066274212954, 0.5733566022067355, 0.1701936653717886, 0.2371172105140108, 0.2373909622296102, 0.9389365130243658, 0.7848342925911693, 0.43453001129940905, 0.9513768076998254, 0.7014170897114714, 0.38233522722327207, 0.08879066600307928, 0.7192832175304232, 0.8908657452715787, 0.038197305189633046, 0.3443427834991154, 0.2588529969382769, 0.6577593573039563, 0.9838078733511694, 0.04296531516083146, 0.9217035474810727, 0.2874472051103536, 0.1479043870928568, 0.25929057291203184, 0.5385987429999072, 0.9349324398795066, 0.010078933744997243, 0.3526834523683615, 0.06652479842771541, 0.9458465810052537, 0.7325962303627028, 0.23053569019347975, 0.8153799686053342, 0.48303531340860584, 0.7551906652405596, 0.9089506073048522, 0.9112956653982851, 0.7243135123641318, 0.2116943293193252, 0.19331668897741883, 0.4810671046595366, 0.05681228321370024, 0.28555866138290553, 0.8106273349339077, 0.3408333305829473, 0.8859172281326512, 0.6939892153425153, 0.7192453930264915, 0.27242490222517757, 0.20395408025378747, 0.8373561775814601, 0.01654141600084691, 0.24115893153247236, 0.9026322658892107, 0.7456482033604079, 0.6076141200896228, 0.08347588302919395]",2020,20
"[0.0666952132931371, 0.7271695685681157, 0.4833432261580982, 0.48436430778437656, 0.5830394489725746, 0.20055303281560133, 0.7572064883505882, 0.4340242488470326, 0.2713632418353712, 0.3444257938566663, 0.8669361821962746, 0.3922156320900524, 0.6607229128253105, 0.31322079674012837, 0.3058672592809548, 0.6875212282828096, 0.48893682629409396, 0.13272084299661702, 0.4653613587769099, 0.6682225384095917, 0.6346442527298732, 0.981531083252213, 0.0499618033757111, 0.10406051035492814, 0.2831644380777263, 0.28846163212588616, 0.22450282309690828, 0.17146512759220733, 0.9549667093970359, 0.8715166212579153, 0.19402262078193921, 0.4114465474426545, 0.7402952106918921, 0.4907491578623454, 0.08036873283662371, 0.9297179145063672, 0.6344934478369042, 0.004732029140911642, 0.2924691934140625, 0.35059975669966925, 0.2491776865420965, 0.0020707358683380583, 0.08768930632486238, 0.690817706428386, 0.4973876094317293, 0.6312997797923832, 0.5125957852914544, 0.9367101631596809, 0.8386216437674442, 0.478729682134286, 0.8392499172151399, 0.5145290071860721, 0.8405279554395412, 0.7344019965324533, 0.3675615623038879, 0.8768558804045342, 0.32153880573685334, 0.8237100039230051, 0.6025426160193332, 0.9921693714019241, 0.9281077687455225, 0.24774503520341862, 0.2655673122378207, 0.08712809502242613, 0.6871481682297494, 0.6807269069507734, 0.13330027793957544, 0.5720150448786753, 0.44681932817008296, 0.7370393647832222, 0.7585565272084241, 0.2744703304224895, 0.7621056883965822, 0.9188665242699892, 0.1039867567384185, 0.11918874960040893, 0.18011804676020193, 0.8836541076943056, 0.7089203950106451, 0.9554768589263295, 0.032990130016172015, 0.5344325305407752, 0.1883596479423516, 0.47906599247202286, 0.48204805566400055, 0.7503714233690246, 0.2261966791151313, 0.35883112056485555, 0.5691288592908512, 0.4387191864453357, 0.3580225720093787, 0.41940878171795126, 0.7631323929849322, 0.25967144015033505, 0.40632844184962025, 0.9640995779442283, 0.6000719604116781, 0.33598109459769676, 0.3124906095724299, 0.7983183384714598, 0.7720522109596651, 0.20823285937798774, 0.2555059791851184, 0.5769692669089693, 0.09482547666452579, 0.6535509922687883, 0.5551893169775399, 0.8043799981560982, 0.016527441073056703, 0.1467510140782462, 0.5717398717716897, 0.8066214880739044, 0.07099233352473666, 0.382474566443055, 0.133583560247164, 0.3901395779044349, 0.6316206691555959, 0.9224103813763621, 0.08621031442392002, 0.5836357880056693, 0.8681827447573356, 0.2549844198029485, 0.4996898112756787, 0.9543540490564347, 0.18759839545673807, 0.839953150684388, 0.6026782343654637, 0.29564224732719124]",2021,21
"[0.8205105283876852, 0.45174384104650844, 0.5052893107249127, 0.41394845501609845, 0.556017510243027, 0.3048212925647147, 0.8506680489526469, 0.03377414692792724, 0.589869322353062, 0.1810029155796936, 0.725903377400394, 0.8743399707113719, 0.8233206123607165, 0.2817196029637352, 0.8387587445503368, 0.6195160439208771, 0.22969981608454637, 0.39397492785629895, 0.11201287280582717, 0.3137788855206989, 0.285251093183401, 0.6872195962098053, 0.792669160444779, 0.08332918707205184, 0.30526005327864336, 0.5349784517292165, 0.8066761989483596, 0.8951762710300404, 0.7748009210471685, 0.6993150552450234, 0.053428698224332716, 0.23786164520508957, 0.8873499079876642, 0.48768609718910205, 0.11805316895105022, 0.6569933172162842, 0.2136549612190053, 0.9029082477698208, 0.6628261439909284, 0.337630456549056, 0.6489292633345974, 0.27559550889676787, 0.9431205407873301, 0.777782743236519, 0.8458563817717236, 0.6986792709005097, 0.17280554191861197, 0.9963436839340541, 0.5348974198495886, 0.3088936035793882, 0.9685566963296688, 0.5942434949189223, 0.8293337726463336, 0.3294093871384227, 0.3966930379470658, 0.1958226196694236, 0.3740138775745987, 0.6186600234291508, 0.16118350548091998, 0.95446085890357, 0.7032676524838708, 0.7135351586491306, 0.23627833413089194, 0.1008004254656466, 0.8988360242561119, 0.4494949398278463, 0.03921060610096183, 0.931316151825841, 0.4930047430782476, 0.6669809204174623, 0.18555246553710925, 0.44591291125707777, 0.42102337393307243, 0.7228417234734793, 0.3939419145542472, 0.8166964714367735, 0.5373503965948404, 0.9763451884563182, 0.8424705359383144, 0.18065947131565752, 0.680943069974983, 0.5191013141439087, 0.690296131518975, 0.7591572971640297, 0.681075924287486, 0.3448684071048579, 0.009840851837128572, 0.12247722217605228, 0.07754939190532062, 0.9152448824360333, 0.22084453073775256, 0.0596349743943726, 0.007626488279710353, 0.4093477800196872, 0.9050641977122201, 0.1133294061118183, 0.004424659701107947, 0.5594392459215926, 0.8496653692556311, 0.9919438087692569, 0.560317755631789, 0.03211289025179276, 0.7852163346325637, 0.41522267270080837, 0.9684884852220575, 0.1774869022096578, 0.16182106718353473, 0.14255726150955372, 0.6232031819351608, 0.12106137719004673, 0.15991218501183357, 0.8712660957899965, 0.021628545612520256, 0.01671409282340608, 0.8523449463839633, 0.943291057244954, 0.5827482826443678, 0.3043604132018949, 0.5340597025264547, 0.8686033429584955, 0.9801257341304671, 0.7260059835643027, 0.3783183865357683, 0.4579093862617585, 0.6265891045268263, 0.8517618031387012, 0.6072987150827578, 0.5880045070376877]",2022,22
"[0.7357990927531554, 0.919538934853444, 0.898012201020003, 0.5243206498241768, 0.6637800840341435, 0.604653239869031, 0.19097380071898762, 0.7981246525339899, 0.003047050091640857, 0.7037702618464854, 0.21718254132208048, 0.2351714867526844, 0.8016255188723691, 0.9128585948388225, 0.21549485768612764, 0.9891670050367158, 0.37193968492234886, 0.8601640852160367, 0.4336951424580683, 0.6445788294466767, 0.7196105996453179, 0.10149397533585625, 0.4519933956094646, 0.8489770151741409, 0.34576170492772407, 0.8229408497548324, 0.34938491161660645, 0.26172201608594936, 0.6082882587414759, 0.30976754168367915, 0.38647427333723194, 0.5005693547125911, 0.2398666915205816, 0.02836944898154603, 0.055990642906181054, 0.6549357194670521, 0.9064703595271746, 0.8184255521000317, 0.12248433802895597, 0.44232818950947805, 0.7793575536391202, 0.7157721768866244, 0.6889162640455132, 0.4307728513208744, 0.22375673140491237, 0.3086160556812382, 0.22010269303008767, 0.5302530518239954, 0.7350811561617941, 0.6641485027637793, 0.12113381671852708, 0.0629984837742662, 0.154407112589947, 0.1122695930865214, 0.38365761041078217, 0.7443479705267048, 0.5512256192893832, 0.29156629638096687, 0.3196514196532183, 0.5877207423045374, 0.9904348751119818, 0.30772025733575703, 0.5226120599807584, 0.6204017231488218, 0.7227096245780065, 0.7332101687777938, 0.015206946039629243, 0.16063210705579622, 0.9244828468144259, 0.8376760567433263, 0.8095149812369231, 0.27754540844263387, 0.6006600354607395, 0.7077593223531368, 0.4697340195109875, 0.307096005057269, 0.8107915136006371, 0.7080901443822627, 0.8614788294649421, 0.6692250357789147, 0.9662256053714845, 0.9996006969979118, 0.9528960569405568, 0.29363437785486357, 0.04131754664793441, 0.5287169640989956, 0.7742948749583426, 0.19152129063404322, 0.8386165750951573, 0.8667092168276956, 0.5494884498395535, 0.5153307369989376, 0.2961428939947385, 0.6672954127757884, 0.26272300038852525, 0.5925980760225898, 0.9002932865589603, 0.8455839402059465, 0.7476779174118547, 0.9700808267330003, 0.3678237802568268, 0.8780183633381832, 0.3166962173738477, 0.8823773231748344, 0.6431552014877598, 0.11706242040884662, 0.23926151971538046, 0.7604534630475002, 0.9397153355079195, 0.4747170577991835, 0.11019782115124555, 0.007738339511619063, 0.9187240009933828, 0.7354659309919662, 0.774509861762257, 0.7689757700746112, 0.59998821071386, 0.9893236195125318, 0.44685478566568393, 0.3848092278510902, 0.39755154041738805, 0.014045282650168023, 0.4265191726123967, 0.28824998870437746, 0.21940053702235662, 0.1332005278194539, 0.9709697354344734, 0.4142792120149722]",2023,23
"[0.7134302143721886, 0.3797809140651094, 0.05455101856457578, 0.7084319540577404, 0.0119797138477169, 0.40381789700837467, 0.38025468633786064, 0.6823982954924818, 0.7043688354982568, 0.8681401098468954, 0.2236104679294464, 0.05403142902704805, 0.8965480649014079, 0.009012300962111475, 0.3357953046167642, 0.32343772566201157, 0.7225709512659456, 0.7040665160116699, 0.24307086242728015, 0.31257522120835857, 0.018365559632034345, 0.19851158136181357, 0.14168929935688945, 0.9434632442471539, 0.8317196362906885, 0.37283661881052144, 0.6337953640872614, 0.8050862545463893, 0.12373345933049396, 0.9471791817726135, 0.05500935941764662, 0.9186925250982345, 0.5838766287032211, 0.5961761197228169, 0.040699936192482467, 0.5968832391335338, 0.011511261362102898, 0.8948011004004478, 0.7200908714919979, 0.0009386255865917459, 0.024121945958687774, 0.06413131367384428, 0.6613327579551087, 0.04860778202958982, 0.3005818368243328, 0.28246901178065775, 0.6343866602915762, 0.7405010246803482, 0.5220048613182219, 0.6655435553927174, 0.7610569390202144, 0.6507381675918951, 0.2877093473471519, 0.5081291121538719, 0.6429917469177953, 0.9909493619993575, 0.5415421129091367, 0.7249104848150627, 0.4387458845914084, 0.9815803475629555, 0.5810701483986895, 0.3232973377034868, 0.21994779700913325, 0.3269705862501101, 0.6107065253124261, 0.08911955107015013, 0.048270103911914775, 0.5235129716613868, 0.23843406267961653, 0.5785900305185069, 0.6749193202199255, 0.6756568734130769, 0.5643702912374474, 0.8504390577583779, 0.02335119573902622, 0.8322421017484402, 0.1052227856395751, 0.017615713235997865, 0.03194339492839482, 0.3118065367291514, 0.33084467602941214, 0.9000284059774282, 0.9888790634952399, 0.20897365863404782, 0.12206637924252761, 0.910761739534702, 0.40636280967259486, 0.11054038451401293, 0.5840881033730394, 0.33857205986028927, 0.4772366886896511, 0.6534907874643964, 0.43982828736727275, 0.3181643994752271, 0.2873685207662853, 0.333956256219327, 0.6394136389449634, 0.8866897854824294, 0.7415397901091905, 0.017775846699491504, 0.843662695841395, 0.3052580650565191, 0.11943788047582204, 0.7250832945350372, 0.7191934817274974, 0.9683508095165292, 0.29983310016723697, 0.8857824296333137, 0.3794856531717884, 0.0859786230336268, 0.47472289212489915, 0.8982230570998231, 0.3847970918510413, 0.21633077299601222, 0.4400042620185043, 0.3216848073690711, 0.6768553459240623, 0.4451906305983008, 0.6581735380284075, 0.7686257076256967, 0.4677389116616445, 0.14248792119889941, 0.1452684417342358, 0.2530485684886232, 0.699528249418174, 0.41576507054074263, 0.4028611526556929, 0.3751703362279093]",2024,24
"[0.8385944965614603, 0.1305065344543428, 0.8368762620297637, 0.26059423854880115, 0.5845759150332799, 0.08402643036400836, 0.4920218046745295, 0.7648793296445765, 0.5562646387475905, 0.2833684393761494, 0.4384642486124096, 0.8228723576485151, 0.0689710203308993, 0.005071408353550022, 0.2761726397133677, 0.6510158722658179, 0.8075345202127278, 0.5316290750186449, 0.004524488728329112, 0.8292581784300894, 0.3862580770196631, 0.13496825000726387, 0.7133072505525735, 0.8152216448047014, 0.21653396487830912, 0.3948551998276184, 0.8044688892613551, 0.6491336053420387, 0.44304027730505746, 0.019420129903567784, 0.8000311420274554, 0.6006347740535747, 0.062181407687924906, 0.28915574910732567, 0.0646785850937337, 0.9785518832185177, 0.6037862782044993, 0.06677025852161644, 0.632784700740193, 0.26152350354461407, 0.5753251100098133, 0.13265605835653083, 0.34679926325498245, 0.9760154078183126, 0.8436106990201482, 0.9685613739925667, 0.5963156243766502, 0.9037837287893082, 0.8771120346412815, 0.21147891668686702, 0.7851378036365189, 0.0334271200127193, 0.6782362009644162, 0.470992521274604, 0.8844089986742617, 0.10141827040200191, 0.10718404554383587, 0.1756960175389385, 0.2974464192612978, 0.050883847358535794, 0.9061969432412453, 0.8344970324476194, 0.7807032088938456, 0.6550696271716793, 0.717681058630166, 0.8862616433573163, 0.19208952441945382, 0.6684142417912897, 0.3607492129243267, 0.9083283472946189, 0.12666806133560915, 0.8739044710494374, 0.15725751579364333, 0.30589493777646515, 0.22728944144563157, 0.3671666197326655, 0.4879875295009961, 0.39105998984238455, 0.7750544513642866, 0.34939798279811374, 0.4287169724217593, 0.2096129285075693, 0.8477347451764495, 0.7335302867423557, 0.6058118954486228, 0.8093190998046664, 0.6847021044353553, 0.0968656350261643, 0.5686584401365506, 0.7207988023757813, 0.35277016625772173, 0.9510365579714669, 0.8060667117786678, 0.19908567851915737, 0.08609809009542979, 0.04059425401682615, 0.8481763576484304, 0.8942859706584703, 0.6064474902710775, 0.6592106795832979, 0.06448068722704858, 0.03225412667266403, 0.5291814938921946, 0.10689332220873682, 0.9969118991780792, 0.753904452182549, 0.6545603219005748, 0.492185023375449, 0.9079222864960378, 0.7618599355484841, 0.2918927360182143, 0.4562338417742232, 0.7752416452673456, 0.28444553203072775, 0.7015494969930742, 0.5341521950690441, 0.8475554068245292, 0.6382800651673336, 0.47289228288975393, 0.535887441151878, 0.7355734811447424, 0.7860739882195253, 0.7901881443368783, 0.942727472636392, 0.9735158889328994, 0.43679475333738205, 0.22420264973836435, 0.17753332432475666]",2025,25
"[0.18542916105798402, 0.23297113667106029, 0.09410331188242294, 0.5255507387805622, 0.9971288179059732, 0.9061838663652965, 0.4418228974604277, 0.29693944485289436, 0.3269642109071287, 0.23850393994328623, 0.6938730585420175, 0.09383757857550112, 0.7469362153487067, 0.6024875013633346, 0.7059305175013836, 0.9933388870812158, 0.8185177891117905, 0.6372450421745081, 0.4422257106525883, 0.93834081338976, 0.41377232675256226, 0.9151572364748652, 0.8589846144802316, 0.6280362557514881, 0.7117252122515239, 0.8487927484242935, 0.32292145663648963, 0.3489235204418826, 0.6240362267764498, 0.36876644445334317, 0.16347400899145537, 0.4920053055609276, 0.4771669224268835, 0.37021137371514823, 0.2829440921731319, 0.6885979032366781, 0.7942553287040336, 0.5757276823132703, 0.5327963636756291, 0.16068660463501316, 0.05765733503216386, 0.9480182461698589, 0.08097557254565202, 0.9989783887501166, 0.7571082921052636, 0.40319939853786757, 0.04911415589906887, 0.5603789749453096, 0.2324855828034832, 0.22067401030646516, 0.5294201019029917, 0.40404231207636887, 0.08287924313180028, 0.250773020725475, 0.6232148073781607, 0.7745835859865028, 0.4105137361078398, 0.12115183348202208, 0.5101119443024893, 0.8348928532096964, 0.9908107892873097, 0.2081621818510352, 0.3754693973599421, 0.45692902710691385, 0.8623078180027659, 0.7214221273314196, 0.08309885058998556, 0.4242103086046931, 0.857579932328767, 0.8658792615908301, 0.29331802310183164, 0.22561212694045252, 0.026440252568779576, 0.31320019748909866, 0.3831505221285263, 0.9644546017168052, 0.9089376101899529, 0.7120774622783631, 0.30432297693642096, 0.5940871892208456, 0.5171036902680524, 0.17210199380608016, 0.79944332665537, 0.6255212885644212, 0.9584069085812602, 0.1775075707858419, 0.44763489695522707, 0.8711050958417694, 0.8399033895930698, 0.0772443236885032, 0.11420049787089837, 0.8706595662706226, 0.6314658275975795, 0.14011977018450317, 0.132873421850629, 0.034363479830841204, 0.9773178579394918, 0.5686634114219518, 0.5425998592621386, 0.8855788368403665, 0.2044889882840133, 0.19764827156043685, 0.5114769119845972, 0.02704596394337222, 0.7914208215890938, 0.06492035997850887, 0.03958386049212659, 0.18948599534396382, 0.5804634066771865, 0.12627400215396967, 0.35642859305442, 0.23523613440845725, 0.3639576304032791, 0.746735574559406, 0.0003491650318204753, 0.736122414255224, 0.39079425477883056, 0.32771097779362346, 0.22354394011377898, 0.3932057636539944, 0.9313030289933558, 0.41978982112508745, 0.8463706273940299, 0.43491887881377755, 0.5498918658462789, 0.19198140100238725, 0.9773505837622806, 0.2891501696999915]",2026,26
"[0.5265341869004432, 0.3979387654012634, 0.7126776337387941, 0.07645445359357417, 0.08648925160541898, 0.43753535351857686, 0.9917356433372656, 0.6559679095971436, 0.4707124664395743, 0.4525047591246193, 0.07285293696449258, 0.828251579191067, 0.09800205615218127, 0.8482210535486625, 0.06377659407581648, 0.09034297519113965, 0.020213184916872518, 0.46569660875264873, 0.6781996514205465, 0.9220256840155141, 0.16466661781502656, 0.676363968875378, 0.0936105806491041, 0.0235343754201085, 0.796658047865894, 0.14296776779833043, 0.7172943173514741, 0.04784973047721908, 0.5760558622232725, 0.757856534953864, 0.013403174394156836, 0.3826403183640983, 0.2510648413078075, 0.830084568418928, 0.81864389168426, 0.7192572315779953, 0.04872728390204373, 0.8047715225503648, 0.41707618062947904, 0.3671038673867867, 0.740291882955044, 0.09821740733394013, 0.7922254020660701, 0.4992944676246257, 0.12952303245572394, 0.9115433917072029, 0.45822124302407563, 0.853010317038801, 0.5644636226840987, 0.8306469335902124, 0.9908810978219079, 0.053959126463696605, 0.45106784381405163, 0.5947029877975124, 0.2288869627891167, 0.1923654112302886, 0.9765452341389532, 0.8099886630718584, 0.004694642251177883, 0.04309257357045937, 0.5880912482373551, 0.0996802533629566, 0.8685357670095187, 0.2557304635202623, 0.6562389741317147, 0.39011486909052906, 0.8811739709356824, 0.03249435148834512, 0.8656460301088083, 0.19970595615312003, 0.25327756367418597, 0.6880170539372176, 0.5093940419703353, 0.22459870812594385, 0.8770058573146009, 0.6069050309098011, 0.8637380406656197, 0.4270547976837027, 0.5321416566190174, 0.0373461592584684, 0.6874854115864221, 0.4658739672999145, 0.6123057833509261, 0.8657798851377764, 0.543723223224805, 0.2895797945045765, 0.7127338539259959, 0.6346447855621331, 0.35694945617691554, 0.9522291233746781, 0.5478108107695997, 0.33822572011900065, 0.956749578913379, 0.6869753333698435, 0.584306715247627, 0.9189148909331247, 0.1948443470463359, 0.07886578364336849, 0.9647832664274502, 0.08704618755643478, 0.0804032031739389, 0.6191264571497312, 0.5845266341861652, 0.5659925128107917, 0.42807715768984556, 0.39864017324097667, 0.35733041072057603, 0.9939731540964901, 0.7300479590472656, 0.13548156173326653, 0.47141955519882295, 0.08494311850814185, 0.7527221890990209, 0.15904614524028438, 0.5302633480797516, 0.27035929168576744, 0.11850259645474803, 0.654512660058978, 0.20350815207772222, 0.431157632074355, 0.541385447807227, 0.4759914328450725, 0.4442749524937234, 0.4106887438263839, 0.2125300207982963, 0.20483573992526793, 0.7203975807883909, 0.07600734957614252]",2027,27
"[0.2592624875903631, 0.42047185634552653, 0.2341044741218975, 0.4615868147913781, 0.6616744027142735, 0.6776749230331985, 0.31991955618449675, 0.4580430232168523, 0.017758193062714756, 0.8127454914088746, 0.718890599622215, 0.9952910424992765, 0.19713703325387721, 0.8254369754960162, 0.3935604513540417, 0.3205051061033617, 0.9264855926518198, 0.9629874226618506, 0.523415558905706, 0.6689118904790267, 0.9910605390506156, 0.04868635355475148, 0.8763570301374023, 0.7398005016500603, 0.11126792291181797, 0.7338735584693205, 0.6355494172940187, 0.24221658044924388, 0.5637925811548447, 0.5728114555895211, 0.5385810190204371, 0.29915221632401356, 0.2964535057379357, 0.4356146371803543, 0.9403476619462544, 0.08654056378515607, 0.6163770741056847, 0.8132715201945591, 0.5378194762906419, 0.7300727770821147, 0.3911091248609848, 0.5998745946840345, 0.4022029922832059, 0.8974447224834461, 0.9921370156559065, 0.710810653731082, 0.6436097832179131, 0.44619473171780144, 0.9743318654555911, 0.21667730615670522, 0.3028396462198949, 0.1879385746084774, 0.0023849196385848925, 0.525216015125845, 0.7593492424709617, 0.7044085800163419, 0.6938228809061345, 0.555112365334969, 0.08717573938552159, 0.9531514617872807, 0.29999166576403835, 0.6251059006691866, 0.48324193786636693, 0.7620096971341825, 0.7478776016263622, 0.9427013807226273, 0.9633192110406996, 0.6362379660752289, 0.6064889200861628, 0.13270004617514275, 0.1471608103672145, 0.9490769092019435, 0.7438166125921826, 0.11828324624482756, 0.1728172866117772, 0.7510393321212258, 0.9479569360854638, 0.011566232464524928, 0.075912866624125, 0.15014085161626134, 0.6516844883235842, 0.656848722703591, 0.4362439287025993, 0.6957855288193318, 0.3239524565596613, 0.981666686751029, 0.1912721503640623, 0.3701849163064098, 0.913979977896884, 0.7935871973601163, 0.08795136379900015, 0.8301722691017416, 0.6733502903489501, 0.9544995911269892, 0.17213177916539357, 0.28346013163494777, 0.4366021415230862, 0.0626075540562081, 0.4672712935440452, 0.5196091622240371, 0.9029565423864689, 0.14319191360936168, 0.10818379722734406, 0.926829821455522, 0.025933426360232215, 0.4595991981908555, 0.9901462544540813, 0.5950142670375946, 0.8296418423647963, 0.798051349034039, 0.9990931134799487, 0.07994793043587001, 0.6107305513856209, 0.5963828422991658, 0.9618947492166159, 0.7903217382463718, 0.811979876234401, 0.19382127980606645, 0.627144937843782, 0.16290264312438052, 0.023236747618373577, 0.1309683863670451, 0.35984806149573256, 0.27133140096137853, 0.49279997099819584, 0.5998863658099182, 0.19161773620094968, 0.7067253285077014]",2028,28
"[0.32366512857491314, 0.3503013840989222, 0.5214835267864363, 0.6248717911175264, 0.7591835670131885, 0.29716440716623593, 0.7148755148705095, 0.47011252456470476, 0.16906618612123758, 0.9926632432384592, 0.08985693892244062, 0.08529710342401797, 0.2573818749608364, 0.8091857890509586, 0.7490488667524188, 0.6649917131958332, 0.7934343123100409, 0.33370083693080776, 0.9571408137513041, 0.8165925964328035, 0.13068887110287952, 0.4473707788377077, 0.3476558863899294, 0.6878988895627683, 0.7830178437185229, 0.03970356760372995, 0.050025074094105504, 0.9565679009001048, 0.779923922510868, 0.9100996269791765, 0.021095573482692642, 0.034555154710328106, 0.291772980982658, 0.4934823831246319, 0.8976602829754502, 0.23829939324681504, 0.37644467937104276, 0.13092355780345166, 0.46322158954598847, 0.25785776088803203, 0.3636111422080931, 0.8450970867243096, 0.22582146338865894, 0.3916489168301812, 0.8661012483938082, 0.8535232316994016, 0.9148555380105462, 0.5565027072906575, 0.3635725395695011, 0.5344385632625864, 0.627372907344043, 0.5537545296442343, 0.02695106844545414, 0.01963873421849771, 0.028066482417833716, 0.4172999070762087, 0.34010506803095164, 0.8876370556541049, 0.08339429709059665, 0.3274024537817326, 0.1408150666036866, 0.3739852534062341, 0.3082251224186643, 0.685887284806733, 0.7891581022754591, 0.2744936566358983, 0.49176355107967407, 0.8901422030099438, 0.6257291912308932, 0.22879705990713184, 0.8166246093446559, 0.1254421308226613, 0.23281178130741775, 0.6782383508150578, 0.07268225362451386, 0.8269841576123328, 0.3104343015150268, 0.17314775678614203, 0.3094163407655307, 0.5428620475423619, 0.6970449937139284, 0.10002676185789972, 0.5798693129657084, 0.1001434748442912, 0.4856944625857582, 0.10700492160920494, 0.5861729974622084, 0.16016211071568986, 0.6337108560770898, 0.2133096173071618, 0.5259936029497764, 0.6922052644814667, 0.9507801045388311, 0.531542511642463, 0.7943418939953626, 0.9558791644900493, 0.07734723636361962, 0.649634034893581, 0.8944734706627084, 0.5840220577115537, 0.012891434106087285, 0.6146688950015473, 0.11120206127044274, 0.7754830023311365, 0.5485473042054356, 0.5441720860232563, 0.07572437114889208, 0.6847684944574869, 0.9809439896702074, 0.998433067282007, 0.39075251941419875, 0.6438009982616216, 0.15018147191813747, 0.4731334668740863, 0.9833439527523226, 0.8608911594487473, 0.7536161687841656, 0.3061164984174348, 0.4643959742982523, 0.32243445114858793, 0.4739088049025947, 0.5855326493589946, 0.814295565461738, 0.921348261048456, 0.5744361303058396, 0.15377024799685024, 0.42759433267849556, 0.3386342300152577]",2029,29
